"activity_name" "participant_number" "tBodyAcc-mean()-X" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyAcc-mean()-Y" "tBodyAccMag-mean()" "tGravityAccMag-mean()" "tBodyAccJerkMag-mean()" "tBodyGyroMag-mean()" "tBodyGyroJerkMag-mean()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "tBodyAcc-mean()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "tGravityAcc-mean()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyAccMag-mean()" "fBodyAccMag-meanFreq()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-meanFreq()" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-std()" "tGravityAccMag-std()" "tBodyAccJerkMag-std()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-std()" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "tBodyAcc-std()-X" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAcc-std()-Y" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-std()" "tBodyAcc-std()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z"
"WALKING" "1" 0.277330758736842 -0.334959369631579 0.348408026326105 -0.149185121450526 0.0308226031347368 0.0225500006989474 -0.147268381928421 0.119642260287368 0.186101452 -0.371342161157895 0.259224199421053 0.0129696855126316 -0.409432594 -0.244014582968421 0.103337216747368 0.295518946016947 -0.185622917873684 -0.723198333789474 -0.136971176556842 0.0888187274757895 -0.2889014748 -0.527252513894737 -0.305903287315789 -0.368955562861053 -0.668142599368421 -0.836738317789474 -0.0352255241130632 -0.737627317789474 -0.420667746210526 -0.868725562842105 -0.106499912390526 0.654704547789474 -0.843559068315789 -0.589844510210526 -0.629247806947368 -0.77928692768421 -0.952108524105263 -0.942760795157895 -0.458610228947368 -0.846545287684211 -0.845111029368421 -0.911097014315789 -0.398032586842105 -0.319308593778947 -0.381601911789474 -0.3289896264 0.0799407763368421 -0.167359936813684 0.174964719959684 0.295757009010526 -0.250876315288421 0.274929707621053 0.149407760485263 -0.468043160526316 0.00389538026105263 -0.0630329306810526 0.353694184736842 0.251467955758947 0.336007482421053 0.0691703283536842 -0.299703458663158 -0.724996404947368 -0.824152039368421 -0.915448924210526 -0.306844827821053 -0.535116909894737 0.629489518947368 -0.6152642566 -0.762600426842105 -0.662361542842105 -0.356793381225263 -0.634119783568421 -0.930850458421053 -0.832682078105263 -0.901739817578947 -0.0427393448347368 -0.393752784747368 -0.593162934378947 -0.319308593778947
"WALKING" "2" 0.276426586440678 -0.245924085925424 0.303195506700678 -0.210438884196949 0.0620890544576271 -0.046941288179661 -0.0392011563355932 0.199786490738983 0.185873758461017 -0.504308767288136 0.142944547133898 -0.186864722484746 -0.470018732372881 -0.234489654945763 0.295069827 0.197450664271186 -0.295146615084746 -0.682499111525424 -0.290407593728814 0.228528878122034 -0.418065093559322 -0.577267177288136 -0.440487328644068 -0.618494249322034 -0.640063045932203 -0.863614846440678 -0.0787640836610169 -0.766186334576271 -0.498938397813559 -0.908319897288136 -0.253739964061017 0.631032479491525 -0.879430917457627 -0.762541813728814 -0.625684735423729 -0.739748498474576 -0.933872651186441 -0.802023037288136 -0.881541753220339 -0.940017145084746 -0.908310338305085 -0.961424050677966 -0.577105211694915 -0.583249293389831 -0.558104554745763 -0.549210865423729 0.105832245038983 -0.170066954830508 0.28822188661017 0.150537117615254 -0.323322676389831 0.373280612711864 0.0305568040881356 -0.489339145932203 0.0968305507466102 0.105900774240678 0.420722813050847 -0.0954595207311864 0.273798939067797 0.208980163059322 -0.537864124915254 -0.731443256440678 -0.862887200169491 -0.952936305254237 -0.287090960677966 -0.609037813728814 0.544808361694915 -0.763433393559322 -0.881062550508475 -0.710513266101695 -0.40288147 -0.625949738813559 -0.942222829322034 -0.955469949152542 -0.941053190338983 -0.134787572220339 -0.565357674745763 -0.798064586440678 -0.583249293389831
"WALKING" "3" 0.275567462068966 -0.319573395465517 0.267903748034483 -0.0214395103275862 -0.0238159394810345 0.0340333739965517 -0.109971763401724 0.380663653706897 0.257499116644828 -0.506631363275862 0.159497818681034 0.116839376274138 -0.582243504827586 -0.138695778951207 0.22139552572931 0.328975956551724 -0.2100039489 -0.745770025344828 -0.254690333275862 -0.122622286691379 -0.359449600344828 -0.479195141724138 -0.334496654482759 -0.568220467413793 -0.806147167068965 -0.86045303637931 -0.140508590224138 -0.80459183637931 -0.53122283362069 -0.882637964655172 -0.227104157862069 0.582078941724138 -0.898128252068966 -0.713227371724138 -0.749358108965517 -0.472747495465517 -0.94093780862069 -0.896256159310345 -0.934209743275862 -0.980424252413793 -0.894803438448276 -0.968465084137931 -0.456373080862069 -0.607751646034483 -0.549087007931034 -0.573966543103448 -0.0269880285965517 -0.135311724415517 0.178072640022414 0.209848734741379 -0.21566818167931 0.25293391637931 0.035567230122069 -0.513758611551724 0.0692421889732759 0.00185472517586207 0.440503282241379 0.0451742400275862 0.223004744367241 0.161343882615517 -0.558575451724138 -0.756000377965517 -0.860384336551724 -0.955984194482759 -0.373804203586207 -0.587851307931034 0.544696197413793 -0.668412685689655 -0.820541670172414 -0.720522639137931 -0.448055851034483 -0.749108203810345 -0.943035292068966 -0.956305379827586 -0.947039314137931 -0.0917431997896552 -0.525461264137931 -0.784261439310345 -0.607751646034483
"WALKING" "4" 0.278582015166667 -0.335783448871667 0.366465623355 -0.186494542266667 -0.227203435343333 0.26405477385 -0.354672656333333 0.104247442714 0.0756858855308333 -0.687111329833333 0.194744492433333 -0.6917904285 -0.597324358666667 -0.2472624919 0.16489919537 0.0843261607916667 -0.456913572833333 -0.658537154666667 -0.312050574166667 0.08692480524 -0.587830285333333 -0.489983692166667 -0.266057180708333 -0.665243275333333 -0.744126985166667 -0.888606419666667 -0.279553391533333 -0.821639569833333 -0.686486131333333 -0.964792815666667 -0.3184579165 0.497178535 -0.914654212833333 -0.754850222 -0.718332681833333 -0.7935483875 -0.884153497666667 -0.915094878 -0.926231431833333 -0.9898585945 -0.9621784 -0.971781154333333 -0.651172628166667 -0.724327420666667 -0.757768081166667 -0.734149804833333 0.09200847394 -0.246262982218333 0.249393319278833 0.463666807166667 -0.5241976965 0.56480733 -0.0972358107783333 -0.500598663333333 0.223039443938333 0.06401113378 0.6035013795 -0.0142281256206333 0.266279112986667 -0.0793509104816667 -0.644224358333333 -0.817619693666667 -0.9112491225 -0.979281083166667 -0.466276780666667 -0.758161690166667 0.482955726666667 -0.7614599575 -0.845710555166667 -0.807205206333333 -0.5926386175 -0.726436781 -0.920177535166667 -0.985632763 -0.966029286333333 -0.311203114033333 -0.753188421166667 -0.839264057833333 -0.724327420666667
"WALKING" "5" 0.27784234625 -0.4720147675 0.411644820928571 -0.211060648671429 -0.163068794346429 0.217573574171429 -0.331194661107143 0.157860662567143 0.156023571553571 -0.407322919821429 0.173747175678571 -0.240145110196429 -0.0681002909285714 -0.204993173321429 0.226001192017857 0.362293930530357 -0.2956087935 -0.5556687875 -0.158338674394643 -0.146658844242857 -0.442437573035714 -0.396163812875 -0.266509332539286 -0.727387066607143 -0.84723605625 -0.870594774464286 -0.181055554206071 -0.776224184953571 -0.57818012875 -0.916117307857143 -0.293856163589286 0.568632416428571 -0.928735233214286 -0.72069045625 -0.820997703571429 -0.627880186428571 -0.900720239821429 -0.903329519464286 -0.915565695 -0.969879 -0.944088505357143 -0.930929580178571 -0.519636926071429 -0.548053574821429 -0.455665300892857 -0.491241520535714 0.136457804244643 -0.292247916785714 0.247150477107143 0.464420638214286 -0.232965049057143 0.269562125982143 0.138119802714286 -0.521869455178571 0.222167024285714 0.0893538097946429 0.456006908571429 -0.0652048777125 0.306802225803571 0.18617693375 -0.543851715892857 -0.697702895535714 -0.8762921075 -0.965136608035714 -0.414480469464286 -0.644734942678571 0.519819119464286 -0.709218955 -0.773112481964286 -0.785353461785714 -0.242007656660714 -0.0578817721428571 -0.940534695357143 -0.956597368571429 -0.910800410357143 -0.243378285107143 -0.418181700535714 -0.735003014642857 -0.548053574821429
"WALKING" "6" 0.283658868070175 -0.282499960947368 0.298892287894737 -0.140100444245614 -0.146767376175439 0.174090305064912 -0.259048365842105 0.311320886192982 0.218921088403509 -0.439971213333333 0.169972236333333 -0.145361608054386 -0.24750421554386 -0.0401983064 0.124415089824561 0.277064079842105 -0.195735014947368 -0.686470936140351 -0.166840713631579 -0.0252695009298246 -0.498432007368421 -0.546068271929825 -0.256540000929825 -0.495184987207018 -0.62503598245614 -0.782277592631579 -0.0753742321614035 -0.731905239649123 -0.478742526315789 -0.888116442631579 -0.0411804931933333 0.623726964385965 -0.858141220526316 -0.627710873333333 -0.565854213578947 -0.487266555508772 -0.912807238070175 -0.773920847719298 -0.831907241403509 -0.896225997192982 -0.944903775087719 -0.878088465263158 -0.421683093508772 -0.366500534122807 -0.408078906482456 -0.344128953701754 0.113012875887719 -0.279175259263158 0.245289229 0.363616478 -0.176298817819298 0.209515911901754 0.0482513167824561 -0.405939926035088 0.122512102133333 -0.0745771988631579 0.328181764 0.191898959701754 0.345996859649123 0.0722309911507719 -0.646490284210526 -0.698610669929825 -0.878642625087719 -0.923810882631579 -0.327338790754386 -0.595689664631579 0.646767710877193 -0.746698966842105 -0.759437584736842 -0.687117628947368 -0.116920322368421 -0.145795525245614 -0.726410778438596 -0.924359966842105 -0.843978947894737 -0.0186850879547368 -0.487328281070175 -0.674310188929825 -0.366500534122807
"WALKING" "7" 0.275592961754386 -0.377469424736842 0.291509623105263 -0.10918656454386 0.0814803712736842 -0.040396423557193 -0.0758860420675439 0.302286768194737 0.0862490301473684 -0.422258934736842 0.225263413789474 0.149262830084211 -0.553186624385965 -0.278484442912281 0.348121533647368 -0.0954604038596491 0.00609295072280702 -0.564886595789474 -0.0978090439438596 -0.0755276048684211 0.108884508208772 -0.383436830350877 -0.445048416333333 -0.689184540350877 -0.843366600877193 -0.897314746666667 -0.123192887383684 -0.819501085964912 -0.527387123333333 -0.623838988947368 -0.372686252508772 0.584842134561404 -0.916238992807018 -0.767601977719298 -0.806580235263158 -0.144312395596491 -0.936943041929825 -0.738367654561404 -0.874469402807018 -0.711927098070175 -0.853875816140351 -0.942939785087719 -0.351706780526316 -0.155339855862632 -0.0841663774087719 -0.0235125810701754 0.107585845110526 0.010826462287193 0.0252271753438597 0.218685986842105 -0.267589881324561 0.367032750350877 0.0585933987087719 -0.345882080631579 0.308480098070175 0.232027580782456 0.152626904969474 0.233261324287719 0.342852269122807 0.195402623578947 0.0938745191631579 -0.729784795438597 -0.77781418754386 -0.843525415964912 -0.355695425402105 -0.271984288245614 0.479835109298246 -0.760318292280702 -0.844735274561404 -0.629544072754386 -0.44333913245614 -0.597096191578947 -0.848102660877193 -0.787068880350877 -0.937257577368421 -0.0110196331733333 -0.13232314492807 -0.575705788049123 -0.155339855862632
"WALKING" "8" 0.27468631 -0.415276699791667 0.304198867458333 -0.158985435610417 -0.0200049603477083 0.0120101583895833 -0.068279934688125 0.159532375766667 0.166066859141667 -0.0880969098 0.127185848998042 -0.243882734354167 -0.490406149375 -0.304102218270833 0.0316838058875 0.211797106322917 -0.0792229877708333 -0.657027362708333 0.0516786278104167 -0.13223868001875 -0.1921226524625 -0.22225607555625 -0.108658627522917 -0.765505882083333 -0.827120314375 -0.875015643541667 0.0796832872416667 -0.76082394 -0.22871696210625 -0.782042442916667 -0.288829254479167 0.678116576041667 -0.897457098958333 -0.700740735625 -0.779259281041667 -0.672043011041667 -0.751220924166667 -0.931973722291667 -0.651388392916667 -0.91762257125 -0.571350162291667 -0.955856852916667 -0.360818978541667 -0.473026230833333 -0.581240190833333 -0.50691238125 0.229913475539583 -0.163852089866667 0.0894461039391667 0.148332036839583 -0.282328694354167 0.340980849508958 0.00619433317291667 -0.225331313958333 0.107846678620833 -0.3473464451 0.433932811458333 0.321139676170833 0.289405842354167 0.0154326845059583 -0.138722459041667 -0.762595817333333 -0.80496993625 -0.876689902291667 -0.281151399895833 -0.453079513375 0.531795197291667 -0.305809952854167 -0.726568162083333 -0.483637215583333 -0.395908686616667 -0.617816094375 -0.884024215833333 -0.884145854166667 -0.909727462291667 -0.139854750791667 -0.636896369375 -0.70661464625 -0.473026230833333
"WALKING" "9" 0.278502842115385 -0.434762892115385 0.284997890673077 0.0794751068846154 -0.0608665200711538 0.101442659646154 -0.208139698480769 0.107275974944231 0.136393115379038 -0.293474440384615 0.158424832461538 -0.019894675825 -0.386652661538462 -0.190154834447115 0.149754314498077 0.0474949712884615 -0.320899640326923 -0.613354890192308 -0.0980840496143461 -0.135086341790385 -0.177600425134615 -0.305124876923077 -0.466508226538462 -0.792667447115385 -0.8862766575 -0.890848306730769 -0.367706595 -0.777471513461538 -0.730941340961539 -0.817887185769231 -0.343948256730769 0.407548599615385 -0.915474074038462 -0.625212525769231 -0.830281850961539 -0.509925557615385 -0.874383185961538 -0.930820186153846 -0.890714081538462 -0.941014448846154 -0.771763752115385 -0.962770188461539 -0.513891953269231 -0.602581618269231 -0.624351923653846 -0.619287591730769 -0.0348637042961538 -0.125364007644231 0.102007227365385 0.338310476519231 -0.420923080961538 0.501474467307692 -0.134378283634615 -0.472004803461538 0.146444228465385 -0.338106740098077 0.624212710384615 0.154352146378846 0.297071647115385 -0.0293448300576923 0.0984159435846154 -0.746750875173077 -0.827363160576923 -0.934520626346154 -0.553036344615385 -0.495812761153846 0.498191267307692 -0.389073571729808 -0.611340308461538 -0.846473700961539 -0.346412656719231 -0.616710877884615 -0.910273371538462 -0.9153895125 -0.933092614038462 -0.339955324980769 -0.593319222307692 -0.755628704230769 -0.602581618269231
"WALKING" "10" 0.278574076603774 -0.32278283439434 0.291326287258491 -0.110775014192453 0.101902065939623 -0.0702883456773585 -0.0358114687377359 0.290305480318868 0.299982768792453 -0.236102120320755 0.199844303081132 0.0800776236735849 -0.309906514943396 -0.149474939558868 0.143127582045472 0.112587127088679 -0.133578548773585 -0.687548151886792 -0.127400912069811 0.0488762583797358 -0.43247197245283 -0.452067677924528 -0.424403595660377 -0.595800588301887 -0.665967013584906 -0.763175071698113 0.0309052018326415 -0.728967260754717 -0.395027971415094 -0.872137952830189 -0.0454603530566038 0.671709581509434 -0.847604165283019 -0.524477133773585 -0.567832822396226 -0.61290323 -0.864643433207547 -0.872637260754717 -0.613992404716981 -0.919601566603774 -0.739628756415094 -0.911575298679245 -0.370471943962264 -0.515065335849057 -0.517675799056604 -0.475174984150943 0.164467255660377 -0.00820438260188679 0.137883163613208 0.167594310698113 0.00830532841509434 0.0130639250283019 0.089348820154717 -0.37301634245283 0.101115683879245 0.229425297001887 0.508765528867924 0.193403905132075 0.316034970773585 -0.210967697122642 -0.420732034528302 -0.682320323849057 -0.794847327169811 -0.886593748113208 -0.210472659545283 -0.529980512264151 0.65366864 -0.813988726981132 -0.582914306037736 -0.48817977554717 -0.237246237169811 -0.764476252264151 -0.86461962490566 -0.911959693207547 -0.905403554150943 0.104409643150943 -0.569645598679245 -0.724276750301887 -0.515065335849057
